INVOICE_ID,NUM_PAGO,FECHA_PAGO,FECHA_APLICACION,BANCO_CUENTA,IMPORTE_PAGO,ADELANTO_APLICADO,MONEDA_PAGO,TC_PAGO
1651414,39694,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",1508,0,MXN,
1651325,39694,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",301.6,0,MXN,
1651415,39694,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",603.2,0,MXN,
1651326,39694,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",1206.4,0,MXN,
1651303,39694,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",4136.16,0,MXN,
1651304,39694,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",4136.16,0,MXN,
1629065,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628191,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628511,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628192,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628512,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628193,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628194,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628195,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628513,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628196,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",1602.72,0,MXN,
1628514,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628197,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628515,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",609,0,MXN,
1628198,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",406,0,MXN,
1628264,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",609,0,MXN,
1628516,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",203,0,MXN,
1628408,39695,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",13328,0,MXN,
300000034978659,39696,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",80354.13,0,MXN,
1629081,39697,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2444.96,0,MXN,
1629082,39697,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1629215,39697,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",5806.08,0,MXN,
1629091,39697,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",609,0,MXN,
1629138,39697,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",801.36,0,MXN,
1629272,39697,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",6264,0,MXN,
1629095,39697,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2444.96,0,MXN,
1629181,39697,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",39872,0,MXN,
1628994,39698,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628988,39698,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628996,39698,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",1602.72,0,MXN,
1628989,39698,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",1602.72,0,MXN,
1634365,39699,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1634180,39699,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1634188,39699,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1634191,39699,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1634380,39699,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1634193,39699,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1638269,39700,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",6720,0,MXN,
1638270,39700,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",5040,0,MXN,
1638272,39700,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",3920,0,MXN,
1638319,39700,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",6720,0,MXN,
1638321,39700,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",5040,0,MXN,
1638271,39700,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",6720,0,MXN,
1638473,39700,2025-02-27,2025-02-27,"FORWARDING BANORTE 0371",3920,0,MXN,
1600909,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1600798,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1600914,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1600831,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1600830,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1598831,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",58912,0,MXN,
1598785,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",73024,0,MXN,
1607149,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1604783,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1604843,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1604784,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1604842,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1604844,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1604785,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1607151,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1607100,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1607152,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1607098,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1607150,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1607153,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",8736,0,MXN,
1607101,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",5888.16,0,MXN,
1610012,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1607102,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1600797,38616,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",8736,0,MXN,
1627878,38624,2025-01-08,2025-01-08,"FORWARDING BANORTE 0371",5685.12,0,MXN,
1627960,38624,2025-01-08,2025-01-08,"FORWARDING BANORTE 0371",5685.12,0,MXN,
1627950,38624,2025-01-08,2025-01-08,"FORWARDING BANORTE 0371",6862.24,0,MXN,
1627857,38624,2025-01-08,2025-01-08,"FORWARDING BANORTE 0371",5685.12,0,MXN,
1627879,38624,2025-01-08,2025-01-08,"FORWARDING BANORTE 0371",5685.12,0,MXN,
1627880,38624,2025-01-08,2025-01-08,"FORWARDING BANORTE 0371",5685.12,0,MXN,
1627881,38624,2025-01-08,2025-01-08,"FORWARDING BANORTE 0371",5685.12,0,MXN,
1627869,38624,2025-01-08,2025-01-08,"FORWARDING BANORTE 0371",9072,0,MXN,
1627951,38624,2025-01-08,2025-01-08,"FORWARDING BANORTE 0371",9072,0,MXN,
1627858,38624,2025-01-08,2025-01-08,"FORWARDING BANORTE 0371",5685.12,0,MXN,
1628089,38624,2025-01-08,2025-01-08,"FORWARDING BANORTE 0371",5685.12,0,MXN,
1629419,38628,2025-01-03,2025-01-03,"ESGARI BANORTE 20815",23232.49,0,MXN,
300000035109307,38632,2025-01-02,2025-01-02,"ESGARI BANORTE 20815",15538.2,0,MXN,
1629416,38638,2025-01-03,2025-01-03,"ESGARI BANORTE 20815",6960,0,MXN,
1615459,38647,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",25046.56,0,MXN,
1607203,38647,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",10635.52,0,MXN,
1615366,38647,2025-01-10,2025-01-10,"FORWARDING BANORTE 0371",13707.68,0,MXN,
300000035405523,38651,2025-01-02,2025-01-02,"ESGARI BANORTE 20815",153219,0,MXN,
300000034664182,38659,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",1500000,0,MXN,
1606814,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",3920,0,MXN,
1606775,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",3920,0,MXN,
1606815,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",21369.6,0,MXN,
1603397,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",21369.6,0,MXN,
1606816,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",21369.6,0,MXN,
1603398,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",21369.6,0,MXN,
1607240,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",9072,0,MXN,
1607267,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",9072,0,MXN,
1607268,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",9072,0,MXN,
1610152,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",9072,0,MXN,
1609782,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",9072,0,MXN,
1609783,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",9072,0,MXN,
1609854,38660,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",9072,0,MXN,
1604858,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1604802,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607301,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607247,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607276,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607248,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1604857,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",203,0,MXN,
1607277,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",406,0,MXN,
1604847,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1604801,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607302,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607347,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607303,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607304,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607456,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1608873,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607420,38668,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",406,0,MXN,
1609035,38670,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",923.36,0,MXN,
1609012,38670,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",42250.88,0,MXN,
1609931,38670,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",3628.8,0,MXN,
1613022,38670,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",3628.8,0,MXN,
1612973,38670,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",923.36,0,MXN,
1613845,38670,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",3628.8,0,MXN,
1613768,38670,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",1385.04,0,MXN,
1601983,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",5817.28,0,MXN,
1605775,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607374,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",1602.72,0,MXN,
1603323,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2696.96,0,MXN,
1604900,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2696.96,0,MXN,
1604898,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2696.96,0,MXN,
1607376,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1604903,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2696.96,0,MXN,
1604901,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",1206.4,0,MXN,
1604902,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",1809.6,0,MXN,
1604904,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1604899,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",1508,0,MXN,
1607377,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607372,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2696.96,0,MXN,
1607375,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",1508,0,MXN,
1608985,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1608987,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1604963,38673,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2696.96,0,MXN,
1603483,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",609,0,MXN,
1603450,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",4898.88,0,MXN,
1603482,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",4898.88,0,MXN,
1604840,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1604781,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1603451,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",4898.88,0,MXN,
1604807,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",4898.88,0,MXN,
1607202,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1607228,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1606835,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",4898.88,0,MXN,
1604821,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",8043.84,0,MXN,
1604893,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",11634.56,0,MXN,
1607206,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",4898.88,0,MXN,
1607473,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",4898.88,0,MXN,
1607417,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",4898.88,0,MXN,
1607405,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",4898.88,0,MXN,
1607782,38678,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",2908.64,0,MXN,
300000034888935,38681,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",1013.39,0,MXN,
300000034958048,38681,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",458.29,0,MXN,
300000035115656,38681,2025-01-17,2025-01-17,"FORWARDING BANORTE 0371",201.52,0,MXN,
1615750,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",822.08,0,MXN,
1618986,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1628745,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2696.96,0,MXN,
1627834,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",603.2,0,MXN,
1627836,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1627943,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",930.32,0,MXN,
1627837,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1627803,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1627840,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1627804,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2908.64,0,MXN,
1627806,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2696.96,0,MXN,
1627844,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",301.6,0,MXN,
1627849,39438,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2696.96,0,MXN,
1619140,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1619143,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",30240,0,MXN,
1619141,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",30240,0,MXN,
1619144,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",23764.16,0,MXN,
1619145,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1619146,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",1300.32,0,MXN,
1628596,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",11592,0,MXN,
1628811,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1630078,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1633399,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",11592,0,MXN,
1633202,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1633400,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1633203,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1633416,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1633417,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1633418,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1633222,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",8736,0,MXN,
1635018,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1633224,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1633421,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1633427,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1635064,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1635065,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1635066,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",11592,0,MXN,
1635008,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",2600.64,0,MXN,
1635009,39440,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",13440,0,MXN,
1637040,39441,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",29120,0,MXN,
1637166,39441,2025-02-13,2025-02-13,"FORWARDING BANORTE 0371",3920,0,MXN,
300000034664182,39456,2025-02-14,2025-02-14,"FORWARDING BANORTE 0371",800000,0,MXN,
1638089,39470,2025-02-20,2025-02-20,"FORWARDING USD 6235",4850,0,USD,20.4208
300000035499512,39480,2025-02-20,2025-02-20,"ESGARI BANORTE 20815",3074,0,MXN,
300000035499505,39480,2025-02-20,2025-02-20,"ESGARI BANORTE 20815",4756,0,MXN,
300000035499490,39480,2025-02-20,2025-02-20,"ESGARI BANORTE 20815",2088,0,MXN,
300000035499485,39480,2025-02-20,2025-02-20,"ESGARI BANORTE 20815",6728,0,MXN,
300000035499480,39480,2025-02-20,2025-02-20,"ESGARI BANORTE 20815",4640,0,MXN,
300000035499475,39480,2025-02-20,2025-02-20,"ESGARI BANORTE 20815",3248,0,MXN,
300000035499470,39480,2025-02-20,2025-02-20,"ESGARI BANORTE 20815",5336,0,MXN,
